PERIODE,CPTE,NBRJDEP,NBRJDEB,RISK_BRUT,MVT,NET_MONTHLY,DATE_OF_BIRTH,GENDER,SECTOR,MARITAL_STATUS,EMPLOYMENT_STATUS,POST_CODE,AGE
2024-05-01,CPTE_000009,0,0,146.45,10475.88,5549.94,1999-09-29,M,Services,Marié(e),Salarié,5500,25
2024-06-01,CPTE_000009,0,0,104.99,7153.14,4780.93,1999-09-29,M,Services,Marié(e),Salarié,5500,25
2024-07-01,CPTE_000009,1,0,147.78,13369.37,5399.18,1999-09-29,M,Services,Marié(e),Salarié,5500,25
2024-08-01,CPTE_000009,0,0,104.15,8065.31,5418.3,1999-09-29,M,Services,Marié(e),Salarié,5500,25
2024-09-01,CPTE_000009,2,1,157.21,11368.91,4063.17,1999-09-29,M,Services,Marié(e),Salarié,5500,25
2024-10-01,CPTE_000009,0,0,168.23,9299.99,4650.05,1999-09-29,M,Services,Marié(e),Salarié,5500,25
2024-11-01,CPTE_000009,0,0,159.31,13971.83,5235.43,1999-09-29,M,Services,Marié(e),Salarié,5500,25
2024-12-01,CPTE_000009,0,0,0.0,14368.09,3746.95,1999-09-29,M,Services,Marié(e),Salarié,5500,25
2023-01-01,CPTE_000010,5,3,0.0,13415.22,430.38,1988-02-28,F,Services,Célibataire,Retraité,2000,35
2023-02-01,CPTE_000010,1,0,95.46,12155.83,418.7,1988-02-28,F,Services,Célibataire,Retraité,2000,35
2023-03-01,CPTE_000010,6,5,18.66,9523.16,566.97,1988-02-28,F,Services,Célibataire,Retraité,2000,35
2023-04-01,CPTE_000010,3,3,172.35,12257.18,548.31,1988-02-28,F,Services,Célibataire,Retraité,2000,35
2023-05-01,CPTE_000010,0,0,85.45,7927.41,532.08,1988-02-28,F,Services,Célibataire,Retraité,2000,35
2023-06-01,CPTE_000010,6,6,0.0,8509.42,507.45,1988-02-28,F,Services,Célibataire,Retraité,2000,35
2023-07-01,CPTE_000010,0,0,193.24,8032.74,537.5,1988-02-28,F,Services,Célibataire,Retraité,2000,35
2023-08-01,CPTE_000010,0,0,0.0,13205.39,552.29,1988-02-28,F,Services,Célibataire,Retraité,2000,35
2023-09-01,CPTE_000010,6,5,83.88,13171.94,524.35,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2023-10-01,CPTE_000010,0,0,87.59,11386.81,571.67,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2023-11-01,CPTE_000010,4,3,35.7,10725.51,525.83,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2023-12-01,CPTE_000010,7,7,31.58,11659.64,584.78,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2024-01-01,CPTE_000010,8,8,0.0,9442.73,590.05,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2024-02-01,CPTE_000010,0,0,136.91,10267.49,613.84,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2024-03-01,CPTE_000010,2,2,47.98,6195.99,496.67,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2024-04-01,CPTE_000010,0,0,0.0,12569.18,499.95,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2024-05-01,CPTE_000010,4,3,88.63,9750.8,549.72,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2024-06-01,CPTE_000010,3,3,160.11,7094.88,606.74,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2024-07-01,CPTE_000010,5,3,79.32,7132.58,535.86,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2024-08-01,CPTE_000010,4,2,77.71,13364.67,575.31,1988-02-28,F,Services,Célibataire,Retraité,2000,36
2024-09-01,CPTE_000010,3,2,21.59,8837.59,589.46,1988-02-28,F,Services,Célibataire,Retraité,2000,37
2024-10-01,CPTE_000010,4,4,191.42,10985.93,490.81,1988-02-28,F,Services,Célibataire,Retraité,2000,37
2024-11-01,CPTE_000010,0,0,21.51,10029.87,583.51,1988-02-28,F,Services,Célibataire,Retraité,2000,37
2024-12-01,CPTE_000010,6,5,0.0,7583.39,559.79,1988-02-28,F,Services,Célibataire,Retraité,2000,37
2023-01-01,CPTE_000011,11,9,948.67,10685.11,1319.05,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,24
2023-02-01,CPTE_000011,16,16,984.58,8659.21,1358.41,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2023-03-01,CPTE_000011,13,11,860.05,12620.16,1672.71,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2023-04-01,CPTE_000011,20,19,960.48,9641.41,1531.55,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2023-05-01,CPTE_000011,14,14,754.0,11447.88,1830.27,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2023-06-01,CPTE_000011,20,18,843.97,7027.32,1640.87,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2023-07-01,CPTE_000011,24,22,741.9,9884.34,1415.62,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2023-08-01,CPTE_000011,19,19,748.71,11388.39,1435.68,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2023-09-01,CPTE_000011,21,20,753.14,9834.77,1698.15,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2023-10-01,CPTE_000011,19,19,812.29,10541.94,1588.28,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2023-11-01,CPTE_000011,21,21,764.7,12582.21,1392.01,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2023-12-01,CPTE_000011,22,21,873.16,8154.85,1493.49,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2024-01-01,CPTE_000011,20,18,998.0,9358.17,1509.97,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,25
2024-02-01,CPTE_000011,18,17,921.53,9671.68,1712.84,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2024-03-01,CPTE_000011,17,17,970.41,11729.67,1505.33,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2024-04-01,CPTE_000011,20,20,945.35,10413.27,1401.52,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2024-05-01,CPTE_000011,21,21,882.95,7194.95,1246.73,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2024-06-01,CPTE_000011,21,20,834.61,8868.79,1355.53,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2024-07-01,CPTE_000011,18,16,900.46,8744.43,1454.72,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2024-08-01,CPTE_000011,24,22,862.71,6852.01,1588.94,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2024-09-01,CPTE_000011,21,21,924.06,5723.26,1590.26,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2024-10-01,CPTE_000011,23,21,758.73,9654.34,1623.48,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2024-11-01,CPTE_000011,14,14,843.75,9187.9,1489.3,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2024-12-01,CPTE_000011,16,14,785.46,12142.68,1465.77,1998-08-01,M,Commerce,Veuf/Veuve,Retraité,2500,26
2023-01-01,CPTE_000012,2,2,0.0,7614.9,1242.1,1986-02-14,F,Services,Marié(e),Indépendant,1500,37
2023-02-01,CPTE_000012,1,1,70.19,12083.29,1040.61,1986-02-14,F,Services,Marié(e),Indépendant,1500,37
2023-03-01,CPTE_000012,2,1,0.0,5143.3,1315.44,1986-02-14,F,Services,Marié(e),Indépendant,1500,37
2023-04-01,CPTE_000012,2,2,0.0,6794.68,1231.93,1986-02-14,F,Services,Marié(e),Indépendant,1500,37
2023-05-01,CPTE_000012,1,0,66.99,9945.17,958.6,1986-02-14,F,Services,Marié(e),Indépendant,1500,37
2023-06-01,CPTE_000012,0,0,155.35,11387.13,1108.23,1986-02-14,F,Services,Marié(e),Indépendant,1500,37
2023-07-01,CPTE_000012,0,0,75.98,13495.59,1103.47,1986-02-14,F,Services,Marié(e),Indépendant,1500,37
2023-08-01,CPTE_000012,0,0,41.87,6966.11,1063.61,1986-02-14,F,Services,Marié(e),Indépendant,1500,37
2023-09-01,CPTE_000012,4,4,64.01,12510.12,990.04,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2023-10-01,CPTE_000012,0,0,0.0,8622.6,976.05,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2023-11-01,CPTE_000012,0,0,28.46,12539.81,1150.86,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2023-12-01,CPTE_000012,4,3,2.33,10180.43,1174.73,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2024-01-01,CPTE_000012,0,0,0.0,10507.92,987.5,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2024-02-01,CPTE_000012,0,0,3.07,7512.73,1266.57,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2024-03-01,CPTE_000012,0,0,92.05,9831.89,1114.68,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2024-04-01,CPTE_000012,0,0,59.89,7229.1,919.16,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2024-05-01,CPTE_000012,0,0,8.88,8445.36,1047.2,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2024-06-01,CPTE_000012,1,0,68.69,7572.69,1114.48,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2024-07-01,CPTE_000012,0,0,126.85,7736.6,1186.26,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2024-08-01,CPTE_000012,0,0,178.15,8435.45,900.95,1986-02-14,F,Services,Marié(e),Indépendant,1500,38
2024-09-01,CPTE_000012,4,2,56.29,9711.56,969.94,1986-02-14,F,Services,Marié(e),Indépendant,1500,39
2024-10-01,CPTE_000012,1,0,159.41,9737.45,1307.02,1986-02-14,F,Services,Marié(e),Indépendant,1500,39
2024-11-01,CPTE_000012,0,0,14.27,7225.53,920.54,1986-02-14,F,Services,Marié(e),Indépendant,1500,39
2024-12-01,CPTE_000012,0,0,0.0,7359.87,822.76,1986-02-14,F,Services,Marié(e),Indépendant,1500,39
2023-01-01,CPTE_000013,7,5,102.29,12521.03,2693.12,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,40
2023-02-01,CPTE_000013,1,1,137.01,9902.98,2233.24,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,40
2023-03-01,CPTE_000013,3,1,72.55,11285.75,1836.9,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,40
2023-04-01,CPTE_000013,0,0,46.12,14084.98,2414.89,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,40
2023-05-01,CPTE_000013,1,1,147.56,10765.91,2104.43,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,40
2023-06-01,CPTE_000013,2,2,0.0,12139.93,2299.65,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,40
2023-07-01,CPTE_000013,3,1,0.0,10009.14,2298.52,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,40
2023-08-01,CPTE_000013,0,0,0.0,9502.83,2272.97,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,40
2023-09-01,CPTE_000013,2,2,0.0,14049.94,2005.79,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,40
2023-10-01,CPTE_000013,0,0,0.0,9668.72,2218.12,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2023-11-01,CPTE_000013,1,0,144.19,11027.47,1936.36,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2023-12-01,CPTE_000013,3,1,27.83,8007.95,2235.89,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2024-01-01,CPTE_000013,0,0,0.0,16971.33,2382.96,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2024-02-01,CPTE_000013,0,0,24.85,10157.69,2283.83,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2024-03-01,CPTE_000013,6,5,0.0,12770.89,1936.72,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2024-04-01,CPTE_000013,4,2,0.0,10987.01,2419.81,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2024-05-01,CPTE_000013,3,2,49.8,8137.62,2130.19,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2024-06-01,CPTE_000013,0,0,0.0,13595.68,2089.93,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2024-07-01,CPTE_000013,0,0,37.83,7464.22,2352.47,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2024-08-01,CPTE_000013,1,0,0.0,12045.78,2325.42,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2024-09-01,CPTE_000013,0,0,152.26,10124.27,2780.75,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,41
2024-10-01,CPTE_000013,0,0,15.9,7693.76,2224.24,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,42
2024-11-01,CPTE_000013,1,1,0.0,9360.11,2307.58,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,42
2024-12-01,CPTE_000013,6,4,0.0,13430.04,2418.91,1983-03-11,M,Artisanat,Divorcé(e),Retraité,3000,42
2023-01-01,CPTE_000014,16,15,823.64,24125.84,5335.44,1960-07-17,M,Services,Célibataire,Indépendant,7500,62
2023-02-01,CPTE_000014,18,18,706.28,23352.81,4381.67,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2023-03-01,CPTE_000014,17,16,987.95,19016.26,5196.54,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2023-04-01,CPTE_000014,17,15,939.61,25142.7,5593.35,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2023-05-01,CPTE_000014,25,23,746.99,21114.57,4347.42,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2023-06-01,CPTE_000014,18,17,865.03,15132.95,4565.51,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2023-07-01,CPTE_000014,18,16,848.81,21469.53,4165.66,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2023-08-01,CPTE_000014,21,21,953.95,18822.61,4874.37,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2023-09-01,CPTE_000014,19,18,754.18,25701.6,4670.74,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2023-10-01,CPTE_000014,16,14,995.4,19105.95,4699.7,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2023-11-01,CPTE_000014,14,14,802.72,19318.73,5441.11,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2023-12-01,CPTE_000014,16,16,852.51,21675.99,3905.74,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2024-01-01,CPTE_000014,18,17,963.14,16138.44,4174.81,1960-07-17,M,Services,Célibataire,Indépendant,7500,63
2024-02-01,CPTE_000014,17,17,702.8,22700.08,4301.12,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2024-03-01,CPTE_000014,15,15,963.94,17055.49,4127.23,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2024-04-01,CPTE_000014,21,21,919.92,14815.89,4951.18,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2024-05-01,CPTE_000014,20,20,857.25,10853.64,4849.89,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2024-06-01,CPTE_000014,18,16,703.31,22694.39,5118.61,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2024-07-01,CPTE_000014,19,17,841.1,21324.59,4232.6,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2024-08-01,CPTE_000014,18,16,834.58,21767.7,4900.99,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2024-09-01,CPTE_000014,19,19,700.56,16065.54,4553.66,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2024-10-01,CPTE_000014,16,15,727.9,17324.18,5953.11,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2024-11-01,CPTE_000014,16,15,767.63,20655.33,4624.66,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2024-12-01,CPTE_000014,18,16,879.81,18280.34,4771.51,1960-07-17,M,Services,Célibataire,Indépendant,7500,64
2023-01-01,CPTE_000015,0,0,144.24,17099.14,3758.54,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-02-01,CPTE_000015,2,1,211.43,17017.09,4405.96,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-03-01,CPTE_000015,4,3,290.85,20203.48,3907.22,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-04-01,CPTE_000015,8,7,397.34,17244.04,4403.32,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-05-01,CPTE_000015,4,4,208.67,15765.94,4105.81,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-06-01,CPTE_000015,2,2,334.77,13018.56,3522.06,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-07-01,CPTE_000015,0,0,381.21,12381.61,4416.89,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-08-01,CPTE_000015,12,12,318.38,6274.72,3983.62,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-09-01,CPTE_000015,6,6,219.65,13718.12,4027.01,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-10-01,CPTE_000015,10,8,120.69,14443.04,3966.3,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-11-01,CPTE_000015,9,8,174.86,14086.49,4418.66,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,41
2023-12-01,CPTE_000015,5,3,353.44,12622.36,3852.66,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-01-01,CPTE_000015,8,7,223.33,11404.39,4347.1,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-02-01,CPTE_000015,7,5,319.73,11604.58,4104.68,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-03-01,CPTE_000015,11,11,336.31,13627.25,4006.47,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-04-01,CPTE_000015,15,15,176.96,11465.19,4278.35,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-05-01,CPTE_000015,9,8,282.56,14633.2,3721.46,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-06-01,CPTE_000015,7,6,316.0,12311.99,3982.29,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-07-01,CPTE_000015,11,11,134.43,22588.39,4222.39,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-08-01,CPTE_000015,10,9,337.51,21145.68,4429.48,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-09-01,CPTE_000015,4,2,149.73,6127.13,3867.23,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-10-01,CPTE_000015,14,13,295.29,12643.18,4078.64,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-11-01,CPTE_000015,7,5,115.59,18790.91,3794.31,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,42
2024-12-01,CPTE_000015,9,8,361.64,19403.76,4159.98,1982-05-28,F,Industrie,Marié(e),Sans emploi,6500,43
2023-01-01,CPTE_000016,0,0,172.77,8632.59,4843.43,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,62
2023-02-01,CPTE_000016,10,8,11.58,5660.32,4420.73,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,62
2023-03-01,CPTE_000016,1,1,0.0,7210.57,5111.29,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,62
2023-04-01,CPTE_000016,5,4,0.0,7810.85,5196.62,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,62
2023-05-01,CPTE_000016,0,0,108.77,10360.63,4615.03,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2023-06-01,CPTE_000016,4,2,8.93,15271.87,5022.62,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2023-07-01,CPTE_000016,0,0,32.1,10979.87,4569.52,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2023-08-01,CPTE_000016,1,0,141.08,11177.65,4935.32,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2023-09-01,CPTE_000016,0,0,117.56,10039.27,5124.76,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2023-10-01,CPTE_000016,0,0,58.22,11295.75,5093.15,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2023-11-01,CPTE_000016,1,0,1.05,9970.54,5171.07,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2023-12-01,CPTE_000016,0,0,113.07,9507.56,3968.02,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2024-01-01,CPTE_000016,0,0,0.0,12315.16,4998.64,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2024-02-01,CPTE_000016,1,0,0.0,11824.11,5202.13,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2024-03-01,CPTE_000016,0,0,171.61,13444.54,4545.73,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2024-04-01,CPTE_000016,2,2,95.34,7048.27,5545.98,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,63
2024-05-01,CPTE_000016,2,0,0.0,10896.55,4775.81,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,64
2024-06-01,CPTE_000016,0,0,0.0,9308.34,5191.04,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,64
2024-07-01,CPTE_000016,3,1,108.25,7397.42,3977.47,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,64
2024-08-01,CPTE_000016,1,0,0.0,9103.71,5644.7,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,64
2024-09-01,CPTE_000016,0,0,142.22,10729.96,5356.28,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,64
2024-10-01,CPTE_000016,2,1,68.13,9853.8,4451.77,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,64
2024-11-01,CPTE_000016,0,0,0.0,7447.98,5577.41,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,64
2024-12-01,CPTE_000016,0,0,26.76,9673.16,5140.45,1960-10-21,F,Administration,Divorcé(e),Retraité,7500,64
2023-01-01,CPTE_000017,14,13,259.8,23379.88,3040.12,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,50
2023-02-01,CPTE_000017,14,14,136.07,19200.74,3223.99,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,50
2023-03-01,CPTE_000017,7,5,190.38,18479.52,2766.58,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,50
2023-04-01,CPTE_000017,10,9,319.07,17092.79,3345.08,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,50
2023-05-01,CPTE_000017,10,9,367.69,26402.74,3538.08,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,50
2023-06-01,CPTE_000017,6,6,228.75,23025.93,3070.43,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,50
2023-07-01,CPTE_000017,5,5,349.41,19814.27,2990.39,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,50
2023-08-01,CPTE_000017,8,6,257.57,15264.1,3259.81,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,50
2023-09-01,CPTE_000017,7,7,282.13,23421.44,3698.76,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2023-10-01,CPTE_000017,13,12,291.88,16479.59,3424.17,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2023-11-01,CPTE_000017,5,4,241.87,16009.85,3594.96,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2023-12-01,CPTE_000017,7,5,208.56,17265.39,3283.84,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2024-01-01,CPTE_000017,7,7,158.83,11536.45,2800.09,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2024-02-01,CPTE_000017,10,10,254.97,18455.8,3048.14,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2024-03-01,CPTE_000017,3,3,219.04,18426.12,3104.62,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2024-04-01,CPTE_000017,10,10,134.15,20079.77,2583.37,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2024-05-01,CPTE_000017,7,5,378.83,17349.95,3174.24,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2024-06-01,CPTE_000017,4,4,223.31,20723.38,3463.73,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2024-07-01,CPTE_000017,10,10,386.52,17538.43,3136.83,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2024-08-01,CPTE_000017,8,8,348.88,22893.26,2898.88,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,51
2024-09-01,CPTE_000017,1,1,136.31,16842.89,3797.51,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,52
2024-10-01,CPTE_000017,6,5,221.27,24135.96,3028.28,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,52
2024-11-01,CPTE_000017,11,10,208.58,24224.94,3263.56,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,52
2024-12-01,CPTE_000017,8,8,141.66,21449.31,2941.76,1973-02-20,M,Industrie,Marié(e),Fonctionnaire,5000,52
2023-01-01,CPTE_000018,7,7,373.04,9803.84,2376.17,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,22
2023-02-01,CPTE_000018,9,8,318.75,13831.08,2627.48,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2023-03-01,CPTE_000018,7,6,123.28,14095.56,2801.56,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2023-04-01,CPTE_000018,8,6,233.93,12808.39,2642.98,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2023-05-01,CPTE_000018,6,4,366.9,12122.7,2500.12,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2023-06-01,CPTE_000018,6,6,253.5,12624.68,2260.39,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2023-07-01,CPTE_000018,7,5,146.34,13391.32,2532.33,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2023-08-01,CPTE_000018,7,7,202.18,11235.92,2339.98,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2023-09-01,CPTE_000018,11,11,274.07,11842.45,2283.43,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2023-10-01,CPTE_000018,8,6,142.17,10487.0,2516.2,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2023-11-01,CPTE_000018,4,3,129.79,11811.18,2074.51,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2023-12-01,CPTE_000018,3,3,326.86,7405.55,2430.39,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2024-01-01,CPTE_000018,6,5,212.44,14066.1,1858.69,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,23
2024-02-01,CPTE_000018,4,4,348.01,11336.25,2632.66,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,24
2024-03-01,CPTE_000018,7,5,259.68,12505.27,2389.75,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,24
2024-04-01,CPTE_000018,5,3,232.13,9120.99,2299.75,2000-07-31,F,Industrie,Veuf/Veuve,Indépendant,9000,24
